idx,prem,hyp,batch_name,uploaded_at,source_file
4704,"La sangre y la inundación no son como la comida,",La palabra food (comida) es diferente de flood (inundación) o blood (sangre),xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4705,"La sangre y la inundación no son como la comida,",La comida es exactamente como la sangre y la inundación.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4706,"La sangre y la crecida no son como la comida,",La comida es más como rocas y árboles que sangre o crecida.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4707,Uno de los fenómenos lingüísticos que ha emergido durante los últimos cien años es la aceptación de la noción de que un paso importante en la resolución de problemas radica en nombrarlos.,"En general, se acepta que uno de los pasos más importantes para resolver un problema es, primero, nombrarlo.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4708,Uno de los fenómenos lingüísticos que ha emergido durante los últimos cien años es la aceptación de la noción de que un paso importante en la resolución de problemas radica en nombrarlos.,"En general, se está de acuerdo en que no tiene sentido nombrar un problema, ya que se pierde tiempo mientras surgen nuevos problemas y se cambian antes de encontrar soluciones.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4709,Uno de los fenómenos lingüísticos que ha emergido durante los últimos cien años es la aceptación de la noción de que un paso importante en la resolución de problemas radica en nombrarlos.,"Una vez que se le pone nombre a un problema, la solución aparecerá en un período de tiempo aceptable.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4713,"Los diccionarios que he comprobado son silenciosos --inapropiados, pienso- en este sentido.",Los diccionarios no hablan mucho de estos sentidos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4714,"Los diccionarios que he comprobado son silenciosos --inapropiados, pienso- en este sentido.",Los diccionarios suelen exponer estos temas en gran medida.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4715,"Los diccionarios que he comprobado son silenciosos --inapropiados, pienso- en este sentido.",Hay otros expertos en el campo que están de acuerdo con mi evaluación.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4716,"Goistering era un término curioso para la risa fuerte femenina; un mal trabajador fue llamado, su excusa bien podría ser, ¡el viejo Lorenzo me atrapó hoy!",Goistering se refiere a la risa de un bebé.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4717,"Goistering era un término curioso para la risa fuerte femenina; un mal trabajador fue llamado, su excusa bien podría ser, ¡el viejo Lorenzo me atrapó hoy!",Le dieron un nombre a la sonora risa de la dama.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4718,"Goistering era un término curioso para la risa fuerte femenina; un mal trabajador fue llamado, su excusa bien podría ser, ¡el viejo Lorenzo me atrapó hoy!",Pusieron nombre a la risa de la mujer de modo que pudieran hablar de ella sin que ella lo supiera.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4719,"Él lo rimaba con pandemonium; a juzgar por las demandas que proliferan en los espacios de estacionamiento de condominio, barbacoas en el balcón y mascotas haciendo caca en los pasillos, podría haber tenido razón al usar el neologismo.",La convirtió en una palabra que rimaba.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4720,"Él lo rimaba con pandemonium; a juzgar por las demandas que proliferan en los espacios de estacionamiento de condominio, barbacoas en el balcón y mascotas haciendo caca en los pasillos, podría haber tenido razón al usar el neologismo.",Él escribió un poema con la palabra.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4721,"Él lo rimaba con pandemonium; a juzgar por las demandas que proliferan en los espacios de estacionamiento de condominio, barbacoas en el balcón y mascotas haciendo caca en los pasillos, podría haber tenido razón al usar el neologismo.",No rimaba con nada.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4722,"Ella insistió en que él volara a casa, que significa que ella quería que volara a casa, aunque si lo hizo o no sería revelado en un capítulo posterior.","A pesar de que ella le dijo que volviera a casa, no está seguro si lo hizo o no.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4723,"Ella insistió en que él volara a casa, que significa que ella quería que volara a casa, aunque si lo hizo o no sería revelado en un capítulo posterior.","En el capítulo posterior aprendemos que, de hecho, voló a casa.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4724,"Ella insistió en que él volara a casa, que significa que ella quería que volara a casa, aunque si lo hizo o no sería revelado en un capítulo posterior.",Ella le dijo que se mantuviera alejado de casa porque no era seguro.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4725,"Uno retrocede y usa esta expresión cuando se encuentra en un lugar de desacostumbrada elegancia, como disfrutar de un aperitivo en un elegante restaurante con una bandada de camareros con esmoquin bailando alrededor.",La mayoría de las personas rara vez se encuentran en este tipo de situación.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4726,"Uno retrocede y usa esta expresión cuando se encuentra en un lugar de desacostumbrada elegancia, como disfrutar de un aperitivo en un elegante restaurante con un grupo de camareros con esmoquin bailando alrededor.",Esta frase se emplea en la situación más dura e informal que puede haber.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4727,"Uno retrocede y usa esta expresión cuando se encuentra en un lugar de desacostumbrada elegancia, como disfrutar de un aperitivo en un elegante restaurante con una bandada de camareros con esmoquin atendiendo solícitamente.",Esta frase se usa en entornos inusualmente elegantes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4728,"En 1972, Miller Brewing Co. de Phillip Morris, Inc. compró la marca de cervezas Lite en una compra de Meister Brau Inc.","Obtener la propiedad de la etiqueta de cerveza Lite fue la razón principal por la que Miller Brewing Co. de Phillip Morris, Inc. compró Meister Brau Inc.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4729,"En 1972, Miller Brewing Co. de Phillip Morris, Inc. compró la marca de cervezas Lite en una compra de Meister Brau Inc.","Miller Brewing Co. de Phillip Morris, Inc. compró Meister Brau Inc. en 1972 y, por lo tanto, era propietaria de la etiqueta de cerveza Lite.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4730,"En 1972, Miller Brewing Co. de Phillip Morris Inc. compró la marca de cervezas Lite en una compra de Meister Brau Inc.","La compañía Miller Brewing de Phillip Morris Inc., decidió que no quería la etiqueta de cerveza Lite, como parte del acuerdo para comprar Meister Brau Inc., y descontinuó el producto.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4731,"[XVIII, 4] se refiere a los huevos en su sentido de argot, bolas, no su sentido literal, huevos.",Huevos no significa bolas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4732,"[XVIII, 4] se refiere a los huevos en su sentido de argot, bolas, no su sentido literal, huevos.",Huevos es divertido de decir.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4733,"[XVIII, 4] se refiere a los huevos en su sentido de argot, cojones, no su sentido literal, huevos.",Huevos significa cojones.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4734,"baratijas de mala calidad, mercancía producida a bajo precio.",Productos baratos y de dudosa procedencia.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4735,"baratijas de mala calidad, mercancía producida a bajo precio.",Mercancía inferior y mal hecha.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4736,"baratijas de mala calidad, mercancía producida a bajo precio.",Mercadería bien hecha y original.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4739,"Sin esta explicación, la información de que surname viene del francés surnom me resulta de poco interés.","Sin una explicación, la palabra francesa Surnom, que significa apellido, no es particularmente fascinante.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4740,"Para el horror de algunos lectores del Western, sin embargo, lo citaron al menos una vez fuera de contexto en donde amenazaba enterrar a América.","En realidad él quería comprar cerveza para América, pero un impedimento al hablar no le permitió expresarlo claramente.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4741,"Para el horror de algunos lectores del Western, sin embargo, lo citaron al menos una vez fuera de contexto en donde amenazaba enterrar a América.","De hecho, amenazó con enterrar a América varias veces.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4743,La generación del Sr. Kaplan ha muerto en gran medida y su progenie se ha americanizado.,Toda la generación del Sr. Kaplan ha muerto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4744,La generación del Sr. Kaplan ha muerto en gran medida y su progenie se ha americanizado.,Toda la generación del Sr. Kaplan aún sigue viva.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4745,La generación del Sr. Kaplan ha muerto en gran medida y su progenie se ha americanizado.,La mayoría de la generación del Sr. Kaplan ha muerto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4747,A veces hay que creer que todos los hablantes de inglés deben ser internados en un psiquiátrico.,El inglés es un lenguaje muy lógico y consistente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4748,A veces hay que creer que todos los hablantes de inglés deben ser internados en un asilo.,El idioma inglés es tan extraño que es posible que los hablantes parezcan locos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4749,"Los doce artículos recopilados bajo las rúbricas generales de Contextos de receptividad, Respuesta y comunicación del oyente y Lectores receptivos han tenido un éxito mixto al tratar el tema.",Solo hay tres artículos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4750,"Los doce artículos juntados bajo las rúbricas generales de Contextos de receptividad, Respuesta y comunicación del oyente y Lectores receptivos han tenido un éxito mixto al tratar el tema.",Hay doce artículos reunidos en el libro.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4751,"Los doce artículos recopilados bajo las rúbricas generales de Contextos de receptividad, Respuesta y comunicación del oyente y Lectores receptivos han tenido un éxito mixto al tratar el tema.",Hay doce artículos en la colección.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4752,Los insultos y blasfemias en español son muy ingeniosos-- echar sapos y culebras significa literalmente echar sapos y culebras.,Echar sapos y culebras se considera una blasfemia en español.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4753,Los insultos y blasfemias en español son muy ingeniosos-- echar sapos y culebras significa literalmente echar sapos y culebras.,Echar sapos y culebras significa arrojar ranas y serpientes en francés.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4754,Los insultos y blasfemias en español son muy ingeniosos-- echar sapos y culebras significa literalmente echar sapos y culebras.,La blasfemia en español es imaginativa; echar sapos y culebras significa tirar ranas y serpientes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4755,"196), por ejemplo, aprendemos que la lingua franca original (italiano, lengua franca) era un lenguaje híbrido.",Los idiomas nunca se pueden combinar.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4756,"196), por ejemplo, aprendemos que la lingua franca original (italiano, lengua franca) era un lenguaje híbrido.",Hay idiomas que son la combinación de otros idiomas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4757,"196), por ejemplo, aprendemos que la lingua franca original (italiano, lengua franca) era un lenguaje híbrido.",Algunos idiomas se los inventan los niños.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4758,"Desde el principio, la gente tenía que poseer nombres para identificarse.","En época de las primeras personas, antes de existir el lenguaje, las personas no podían distinguir entre Jaime y Juan.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4760,"Desde el principio, la gente tenía que poseer nombres para identificarse.",Los antepasados fueron las primeras personas en usar nombres.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4761,"(Antes de continuar, el lector puede intentar esta hazaña también).","Antes de continuar, es posible que el lector desee probar este reto.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4762,"(Antes de continuar, el lector puede intentar esta hazaña también).",El lector quizá quiera probar este desafío antes de continuar.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4763,"(Antes de continuar, el lector puede intentar esta hazaña también).",El lector debe proceder sin intentar la hazaña sin sentido.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4764,el arte de exprimir subvenciones es una forma de mendicidad en la que los participantes van bien muy bien vestidos.,El arte de exprimir subvenciones solía ser más popular en el siglo XIX.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4765,el arte de exprimir subvenciones es una forma de mendicidad en la que los participantes van bien muy bien vestidos.,Nadie pide plata mientras viste ropas bonitas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4766,el arte de exprimir subvenciones es una forma de mendicidad en la que los participantes van bien muy bien vestidos.,Los mendigos bien vestidos a veces se llaman gestores de subvenciones.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4769,"De esta manera, la ortografía de una palabra a menudo se relaciona con la de otras palabras que pertenecen al mismo paradigma, o a su propia historia.",La ortografía de una palabra está ligada a su historia.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4770,"En respuesta a la llamada de Richard Lederer al sometimiento en una competición de superoraciones de once palabras con la mayor gracia y coherencia [El glamour de la gramática, XVI, 4], yo ofrezco el",Richard Lederer pidió entradas de un concurso de superfrases que consistía en formar frases con once palabras.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4771,"En respuesta a la llamada de Richard Lederer al sometimiento en una competición de superoraciones de once palabras con la mayor gracia y coherencia [El glamour de la gramática, XVI, 4], yo ofrezco el",Richard Lederer detesta la lectura graciosa o la escritura coherente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4772,"En respuesta a la llamada de Richard Lederer a las presentaciones en una competición de superoraciones de once palabras con la mayor gracia y coherencia [El glamour de la gramática, XVI, 4], yo ofrezco el",Las reglas de un concurso de superfrases siempre requieren la presentación de oraciones con exactamente once palabras.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4773,La omisión inadvertida de un guion de la masa de la guía de instrucciones de ascenso matemático codificadas de la computadora.,La falta de un guion puede causar problemas con las instrucciones de la computadora.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4774,La omisión inadvertida de un guión de la masa de la guía de instrucciones de ascenso matemático codificadas de la computadora.,Muchos problemas en la computación son causados por la falta de puntuación.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4775,La omisión inadvertida de un guión de la masa de la guía de instrucciones de ascenso matemático codificadas de la computadora.,Las instrucciones matemáticas escritas para computadoras nunca contienen errores.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4776,"En cierto sentido, parece ilógico que hayamos conservado la ortografía histórica para las obras de Spenser, pero utilicemos ortografía moderna para los títulos de obras de teatro de su contemporáneo, William Shakespeare.",Solo usamos los deletreos históricos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4777,"En cierto sentido, parece ilógico que hayamos conservado la ortografía histórica para las obras de Spenser, pero utilicemos ortografía moderna para los títulos de obras de teatro de su contemporáneo, William Shakespeare.",Usamos deletreos modernos de palabras para los títulos de Shakespeare.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4778,"En cierto sentido, parece ilógico que hayamos conservado la ortografía histórica para las obras de Spenser, pero utilicemos ortografía moderna para los títulos de obras de teatro de su contemporáneo, William Shakespeare.",Utilizamos la ortografía moderna para no confundirnos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4779,Dos bibliotecarios de referencia no sabían cómo comenzar una búsqueda.,"Fue necesaria una búsqueda, pero los dos bibliotecarios de referencia no sabían cómo comenzar este proceso.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4780,Dos bibliotecarios de referencia no sabían cómo comenzar una búsqueda.,La falta de capacidades de búsqueda fue una vergüenza para los bibliotecarios de referencia.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4781,Dos bibliotecarios de referencia no sabían cómo comenzar una búsqueda.,Los dos bibliotecarios de referencia son expertos en investigación y realizan la búsqueda necesaria al instante.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4782,"Nada viene de la nada, argumentó Lucrecio hace dos mil años, y los tautólogos han demostrado que tenía razón.",Lucrecio vivió hace dos mil años e hizo algunas afirmaciones plausibles.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4784,"Nada viene de la nada, argumentó Lucrecio hace dos mil años, y los tautólogos han demostrado que tenía razón.",Los tautólogos han demostrado que los argumentos de Lucrecio son incorrectos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4785,"Suena a viejo, ¿no es así?","Parece una preferencia pasada de moda, ¿no es así?",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4786,"Suena a viejo, ¿no es así?","Parece algo así como las ideas de reformas y cambios de decisiones, ¿no es así?",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4787,"Golpes de estilo retro, ¿no es así?","Suena como las ideas de un predecesor, ¿no?",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4788,No había estado en el continente por mucho tiempo cuando quise comprar unas medias de nylon para una amiga.,Yo había vivido toda mi vida en el continente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4789,No había estado en el continente por mucho tiempo cuando quise comprar unas medias de nylon para una amiga.,Solo he estado en Europa Continental durante seis meses.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4790,No había estado en el continente por mucho tiempo cuando quise comprar unas medias de nylon para una amiga.,Quería comprar algunas cosas para mi novia.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4791,"Su nombre oficial era Anfiteatro Flavio, el apellido de su constructor, el emperador Vespasiano.",Nadie sabe cómo el Anfiteatro Flavio obtuvo su nombre.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4792,"Su nombre oficial era Flavian Amphitheater, el apellido de su constructor, el emperador Vespasiano.","La familia Flavian dejó un legado impresionante que, a día de hoy, aún impacta en la historia.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4793,"Su nombre oficial era Flavian Amphitheater, el apellido de su constructor, el emperador Vespasiano.",Vespasiano era un emperador y el Anfiteatro Flavio lleva su nombre.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4794,"Cuando Alicia se opuso, él respondió que era un tipo diferente de firmeza. ¡Fue totalmente firme conmigo, te puedo asegurar!",Alicia estuvo de acuerdo con todo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4795,"Cuando Alicia se opuso, él respondió que era un tipo diferente de firmeza. ¡Fue totalmente firme conmigo, te puedo asegurar!",Alicia dijo que no.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4796,"Cuando Alicia se opuso, él respondió que era un tipo diferente de firmeza. ¡Fue totalmente firme conmigo, te puedo asegurar!",Alicia dijo que no iría.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4797,"Acá, a lo largo de Oil Creek, los indios espumaron el aceite de la superficie del agua para usos domésticos y los colonos blancos lo embotellaron con fines terapéuticos y lo llamaron Aceite de Séneca.",Tanto los indios como los colonos blancos usaron el petróleo de Oil Creek.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4798,"Acá, a lo largo de Oil Creek, los indios espumaron el aceite de la superficie del agua para usos domésticos y los colonos blancos lo embotellaron con fines terapéuticos y lo llamaron Aceite de Séneca.",Nadie utilizó el aceite de Oil Creek.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4799,"Acá, a lo largo de Oil Creek, los indios espumaron el aceite de la superficie del agua para usos domésticos y los colonos blancos lo embotellaron con fines terapéuticos y lo llamaron Aceite de Séneca.",El aceite fue una medicina eficaz para los colonos blancos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4800,"Por supuesto, no todos los errores tipográficos deben atribuirse a un motivo inconsciente oculto por parte del tipógrafo (o mecanógrafo).",Algunos errores tipográficos no son el resultado de un motivo inconsciente escondido por el cajista.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4801,"Por supuesto, no todos los errores tipográficos deben atribuirse a un motivo inconsciente oculto por parte del tipógrafo (o mecanógrafo).",Los tipógrafos y mecanógrafos nunca cometen errores tipográficos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4802,"Por supuesto, no todos los errores tipográficos deben atribuirse a un motivo inconsciente oculto por parte del tipógrafo (o mecanógrafo).","Tras una mayor investigación de los errores tipográficos, los motivos inconscientes de los compositores pueden descubrirse.",xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4803,"El lingüista que escribe libros parece invariablemente ser un erudito que pregona sus propios puntos de vista, algunos de los cuales, como mínimo, están muy escondidos.",La lingüística de escritura de libros es casi una forma de que los académicos promuevan sus propias becas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4804,"El lingüista que escribe libros parece invariablemente ser un erudito que pregona sus propios puntos de vista, algunos de los cuales, como mínimo, están muy escondidos.",Los lingüistas ganan mucha plata escribiendo libros.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4805,"El lingüista que escribe libros parece invariablemente ser un erudito que pregona sus propios puntos de vista, algunos de los cuales, como mínimo, están muy escondidos.",La mayoría de los lingüistas escriben libros para evangelizar las opiniones de los demás.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4806,El tono de pulso no es un término técnico.,El manual técnico oficial indica que 'pulso-tono' es el término correcto en este caso.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4807,El tono de pulso no es un término técnico.,El significado técnico de esto no es pulsación por tonos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4808,El tono de pulso no es un término técnico.,El uso de los términos pulso y tono es confuso porque son técnicamente incorrectos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4809,¿Viste pastores en Broadway últimamente o incluso mencionados en The New York Times?,¡Broadway se trata de los pastores!,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4810,¿Viste pastores en Broadway últimamente o incluso mencionados en The New York Times?,Broadway tiene mucho miedo de hacer un espectáculo sobre pastores.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4811,¿Viste pastores en Broadway últimamente o incluso mencionados en The New York Times?,Hay pocos pastores en Broadway.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4812,"Un segmento de las fuerzas armadas es el Batallón de la Construcción, que fue rápidamente abreviado como C.B.",El Batallón de la Construcción es una organización independiente no asociada a las fuerzas armadas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4813,"Un segmento de las fuerzas armadas es el Batallón de la Construcción, que fue rápidamente abreviado como C.B.",El Batallón de la Construcción es una de las ramas más importantes de las fuerzas armadas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4814,"Un segmento de las fuerzas armadas es el Batallón de la Construcción, que fue rápidamente abreviado como C.B.",La abreviatura del Batallón de Construcción de las fuerzas armadas es C.B.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4815,"En este caso, Sosa no ignorará esta nota y repetirá la ofensa en algún momento futuro.",Sosa va a prestar atención a la nota.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
4816,"En este caso, Skeat no ignorará esta nota y repetirá la ofensa en algún momento futuro.",Skeat no va a prestarle nada de atención a la nota.,xnli_rp_full_2026-05-27,2026-05-27 20:44:40.825775+00,validation_app\to_upload\chunk_03.jsonl
